"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032239","GO:0032239","regulation of nucleobase-containing compound transport","9/1600","16/18903",1.44135840084557e-06,2.03668433524581e-05,1.68484417215287e-05,"TPR/DHX9/SETD2/THOC2/KHDRBS1/NUP153/CPSF6/NCBP2/NSUN2",9
"GO:0080009","GO:0080009","mRNA methylation","9/1600","16/18903",1.44135840084557e-06,2.03668433524581e-05,1.68484417215287e-05,"CMTR1/ZC3H13/TRMT6/CBLL1/TRMT61B/METTL16/TRMT61A/TRMT10C/NSUN2",9
"GO:0045930","GO:0045930","negative regulation of mitotic cell cycle","44/1600","246/18903",1.58861859951543e-06,2.23842643344152e-05,1.85173503125201e-05,"ATM/PSMG2/PCID2/MAD1L1/IK/TPR/RAD17/BRCC3/GIGYF2/YTHDC2/MDM2/SETMAR/TAOK1/RINT1/INTS3/ZNF830/CCNB1/CDK1/CDK2/CTNNB1/EZH2/TP53/TOPBP1/BRCA1/TIPIN/ZW10/NAE1/PRKDC/NBN/RAD50/BUB3/RAD21/TRIP13/MDC1/CDC73/RPL26/PLK1/RPS27L/ZWILCH/MSH2/CHEK1/DYNC1LI1/PPP1R10/BRD7",44
"GO:0006303","GO:0006303","double-strand break repair via nonhomologous end joining","19/1600","67/18903",1.7582027369164e-06,2.4703986624617e-05,2.04363372237578e-05,"ATM/ERCC8/XRCC6/RIF1/SETMAR/LIG3/XRCC1/ERCC4/SMARCAL1/DEK/POLA1/HMGB1/PRKDC/ERCC1/HMGB2/MLH1/PSMD14/PRPF19/XRCC5",19
"GO:0051569","GO:0051569","regulation of histone H3-K4 methylation","14/1600","39/18903",1.81987809730748e-06,2.54273163847891e-05,2.1034710722233e-05,"OGT/CTR9/KDM1A/SNW1/NELFE/DNMT3B/KANSL3/CTNNB1/PAXIP1/BRCA1/SMAD4/DNMT1/HCFC1/NELFA",14
"GO:0070316","GO:0070316","regulation of G0 to G1 transition","14/1600","39/18903",1.81987809730748e-06,2.54273163847891e-05,2.1034710722233e-05,"SMARCD1/SOX15/ARID1A/PBRM1/SMARCC1/ACTL6A/MED1/SMARCE1/SMARCC2/CHEK1/SMARCA4/SMARCB1/RRM1/BRD7",14
"GO:0044843","GO:0044843","cell cycle G1/S phase transition","48/1600","280/18903",1.90963359831145e-06,2.66068502468646e-05,2.20104784045307e-05,"ATM/SMARCD1/MEPCE/CUL1/CUL3/CUL2/DDX3X/POLE/GIGYF2/MDM2/ANKRD17/CENPJ/ARID1A/KHDRBS1/MEN1/TAF1/METTL13/PBRM1/CDK2/EZH2/TP53/PHB2/RPS6/NASP/PRKDC/SMARCC1/EIF4G1/PPP2CA/EGFR/EIF4E/ACTL6A/CUL5/CDK7/CDC73/GSPT1/RPL26/RCC1/SMARCE1/RPS27L/PSME3/SMARCC2/APEX1/SMARCA4/CDK4/SMARCB1/ECD/RRM1/BRD7",48
"GO:0060966","GO:0060966","regulation of gene silencing by RNA","16/1600","50/18903",1.97464586919896e-06,2.73598155432345e-05,2.26333678574852e-05,"FXR1/DDX5/PUM2/NCOR1/XPO5/TIAL1/DHX9/ESR1/TP53/EIF4G1/NCOR2/EGFR/PRKRA/ZMPSTE24/ELAVL1/FMR1",16
"GO:2000059","GO:2000059","negative regulation of ubiquitin-dependent protein catabolic process","16/1600","50/18903",1.97464586919896e-06,2.73598155432345e-05,2.26333678574852e-05,"CSNK2A2/OGT/CCAR2/USP7/TAF1/CSNK2A1/RPL23/RPL11/RPL5/RPS7/SMARCC1/USP14/TAF9/USP9X/HSP90AB1/UCHL5",16
"GO:0006888","GO:0006888","endoplasmic reticulum to Golgi vesicle-mediated transport","29/1600","134/18903",2.02622017086525e-06,2.79966377071354e-05,2.31601780719982e-05,"SEC24C/CUL3/SEC24A/LMAN1/RINT1/RNF139/KLHL12/GOLGA2/RAB1A/TRIP11/TFG/COPG1/SCAP/VCP/HYOU1/SEC16A/ZW10/SEC31A/SCFD1/SEC24B/SEC23A/ARCN1/SEC13/COPB2/TMED2/SAR1A/SAR1B/SEC23IP/COG3",29
"GO:1901991","GO:1901991","negative regulation of mitotic cell cycle phase transition","37/1600","194/18903",2.22711752892289e-06,3.06874647355452e-05,2.53861608414589e-05,"ATM/PSMG2/PCID2/MAD1L1/IK/TPR/RAD17/BRCC3/GIGYF2/MDM2/TAOK1/RINT1/INTS3/ZNF830/CCNB1/CDK1/CDK2/EZH2/TP53/TOPBP1/BRCA1/ZW10/NAE1/PRKDC/NBN/RAD50/BUB3/RAD21/TRIP13/CDC73/RPL26/PLK1/RPS27L/ZWILCH/CHEK1/DYNC1LI1/BRD7",37
"GO:0097193","GO:0097193","intrinsic apoptotic signaling pathway","50/1600","298/18903",2.23599161748869e-06,3.07248655317729e-05,2.54171005960726e-05,"ATM/EP300/SIRT1/HDAC1/DNAJA1/CUL1/CUL3/CUL2/BCLAF1/DDX5/DDX3X/PARP1/MDM2/RRP8/RRN3/DNAJC10/TOPORS/CCAR2/HNRNPK/KDM1A/SNW1/VDAC2/MYBBP1A/HSPB1/MELK/NDUFS3/TP53/BRCA1/HYOU1/SFPQ/RPL11/RPS7/PRKDC/NBN/DNM1L/TAF9/NOC2L/ENO1/NONO/EIF5A/TRAP1/CUL5/PRKRA/AIFM1/RPL26/URI1/RPS27L/MSH6/MLH1/MSH2",50
"GO:0001682","GO:0001682","tRNA 5'-leader removal","8/1600","13/18903",2.26269773840558e-06,3.09214693675809e-05,2.55797408350393e-05,"POP5/POP1/POP4/RPP30/RPP38/POP7/SSB/RPP40",8
"GO:0043928","GO:0043928","exonucleolytic catabolism of deadenylated mRNA","8/1600","13/18903",2.26269773840558e-06,3.09214693675809e-05,2.55797408350393e-05,"DIS3/EXOSC2/EXOSC3/EXOSC9/CNOT7/EXOSC8/EXOSC7/EXOSC5",8
"GO:0000082","GO:0000082","G1/S transition of mitotic cell cycle","44/1600","250/18903",2.47738748890651e-06,3.37628655591959e-05,2.79302817271025e-05,"ATM/SMARCD1/MEPCE/CUL1/CUL3/CUL2/DDX3X/POLE/GIGYF2/MDM2/ANKRD17/CENPJ/ARID1A/KHDRBS1/PBRM1/CDK2/EZH2/TP53/RPS6/NASP/PRKDC/SMARCC1/EIF4G1/PPP2CA/EGFR/EIF4E/ACTL6A/CUL5/CDK7/CDC73/GSPT1/RPL26/RCC1/SMARCE1/RPS27L/PSME3/SMARCC2/APEX1/SMARCA4/CDK4/SMARCB1/ECD/RRM1/BRD7",44
"GO:1901798","GO:1901798","positive regulation of signal transduction by p53 class mediator","12/1600","30/18903",2.64784009672701e-06,3.59875378814014e-05,2.97706386897171e-05,"ATM/RPS20/DDX5/ATR/RPL23/RPL11/RPS7/RPS15/EIF5A/RPL26/RPL37/EEF1E1",12
"GO:0016075","GO:0016075","rRNA catabolic process","10/1600","21/18903",2.71144096085868e-06,3.66522154817428e-05,3.03204922737584e-05,"EXOSC10/DIS3/EXOSC2/EXOSC3/EXOSC9/EXOSC4/EXOSC8/PELO/EXOSC7/EXOSC5",10
"GO:0033962","GO:0033962","P-body assembly","10/1600","21/18903",2.71144096085868e-06,3.66522154817428e-05,3.03204922737584e-05,"LSM14A/PAN2/DYNC1H1/DDX6/CNOT1/CNOT7/EDC3/LSM4/EIF4ENIF1/LSM3",10
"GO:0071479","GO:0071479","cellular response to ionizing radiation","20/1600","75/18903",2.72524279848976e-06,3.66815229188441e-05,3.03447368087344e-05,"ATM/TANK/NIPBL/SIRT1/XRCC6/BRCC3/MDM2/ATR/KDM1A/MGMT/TP53/BRCA1/RAD1/WRN/RPL26/HSPA5/ECT2/ZMPSTE24/INTS7/XRCC5",20
"GO:0032205","GO:0032205","negative regulation of telomere maintenance","13/1600","35/18903",2.72831696128532e-06,3.66815229188441e-05,3.03447368087344e-05,"ATM/HNRNPU/PARP1/EXOSC10/XRCC1/ERCC4/HNRNPA1/NBN/RAD50/ERCC1/HNRNPC/TERF2/NAT10",13
"GO:0016074","GO:0016074","sno(s)RNA metabolic process","9/1600","17/18903",2.83208193881603e-06,3.78724523078133e-05,3.13299314241818e-05,"EXOSC10/EXOSC2/LARP7/PARN/EXOSC3/EXOSC4/DKC1/NOLC1/EXOSC5",9
"GO:0070200","GO:0070200","establishment of protein localization to telomere","9/1600","17/18903",2.83208193881603e-06,3.78724523078133e-05,3.13299314241818e-05,"CCT2/DKC1/CCT7/TCP1/CCT8/CCT4/CCT5/CCT6A/CCT3",9
"GO:0045005","GO:0045005","DNA-templated DNA replication maintenance of fidelity","17/1600","57/18903",2.84878564388309e-06,3.799396468366e-05,3.14304523614459e-05,"THOC1/ATRX/PARP1/POLE/ATR/SETMAR/ALYREF/CARM1/ZNF830/SMARCAL1/BRCA1/TIPIN/NBN/RAD50/WRN/POLD1/PCNA",17
"GO:0000447","GO:0000447","endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","7/1600","10/18903",2.93339331657878e-06,3.90180423015865e-05,3.22776190904949e-05,"ABT1/RPS21/FCF1/KRI1/UTP20/NOP14/RPP40",7
"GO:0022411","GO:0022411","cellular component disassembly","71/1600","483/18903",3.1108098914252e-06,4.12678716447577e-05,3.4138787162337e-05,"KIF2C/SMARCD1/PIK3CA/MAP1S/CSNK2A2/OGT/FER/EIF5A2/LRBA/TAOK1/HDAC6/CTTN/ASPH/GRWD1/ATG5/ATG4B/VPS33A/MTPN/TTBK2/HUWE1/DFFA/ARID1A/FSCN1/PRKAA1/KIF2A/SQSTM1/GOLGA2/PIK3R4/SPTBN1/ACIN1/SCAF4/TOP2A/CDK1/SSRP1/AURKA/UPF1/VRK1/TP53/VCP/PHB2/SNAP29/TSG101/RPL23/ETF1/DICER1/ABCE1/DENR/DNM1L/SMARCC1/SET/CKAP5/MTIF2/EIF5A/HAX1/AIFM1/GSPT1/PELO/LIMA1/SMARCE1/HMGA1/VTA1/PLK1/ZMPSTE24/CLASP1/SMARCC2/UFL1/UBA5/MAP4K4/SMARCA4/SMARCB1/ASCC3",71
"GO:0045787","GO:0045787","positive regulation of cell cycle","57/1600","362/18903",3.55092273215362e-06,4.69814392254171e-05,3.88653276840491e-05,"THOC1/CCNT1/MEPCE/PCID2/MAD1L1/CUL3/TPR/DDX3X/HNRNPU/ATRX/CDC16/YTHDC2/PKN2/MDM2/DYNC1H1/SOX15/ANKRD17/SIN3A/CENPJ/ANAPC5/WIZ/LGMN/SMC4/CCNB1/CDK1/NCAPG/SMC2/AURKA/NUSAP1/EZH2/RACGAP1/PHB2/SFPQ/NPM1/EIF4G1/RAD21/NUMA1/EGFR/EIF4E/CDC27/CDC73/MED1/NCAPG2/ECT2/HCFC1/FEN1/NCAPH/PTPN11/APEX1/CHEK1/DYNC1LI1/CDK4/RRM1/CDC23/RANBP1/ROCK2/PPP1R10",57
"GO:1902749","GO:1902749","regulation of cell cycle G2/M phase transition","25/1600","110/18903",4.00449259437168e-06,5.28423520125025e-05,4.37137593147786e-05,"ATM/RAD17/BRCC3/TAOK1/RINT1/INTS3/SIN3A/ZNF830/CCNB1/CDK1/CDK2/AURKA/TP53/PAXIP1/TOPBP1/BRCA1/NAE1/NPM1/NBN/RAD50/RAD21/PLK1/CHEK1/CDK4/RRM1",25
"GO:0070646","GO:0070646","protein modification by small protein removal","34/1600","176/18903",4.21848020408082e-06,5.55192064853697e-05,4.5928183307865e-05,"TANK/USP8/WDR48/USP16/BRCC3/USP10/USP34/SART3/TAF5L/USP7/TRRAP/ITCH/USP24/CDK1/USP39/SF3B5/TAF5/VCP/SHMT2/TAF2/BRCA1/USP48/USP14/COPS3/TAF9/SENP3/COPS5/SF3B3/USP9X/UCHL5/TAF12/COPS6/USP1/PSMD14",34
"GO:1900368","GO:1900368","regulation of post-transcriptional gene silencing by RNA","15/1600","47/18903",4.27354974989077e-06,5.60959635590926e-05,4.64053047633569e-05,"FXR1/DDX5/PUM2/NCOR1/XPO5/TIAL1/DHX9/ESR1/TP53/EIF4G1/NCOR2/EGFR/ZMPSTE24/ELAVL1/FMR1",15
"GO:0032785","GO:0032785","negative regulation of DNA-templated transcription, elongation","10/1600","22/18903",4.59352056858406e-06,6.0137744346712e-05,4.97488620772193e-05,"WDR82/HNRNPU/LARP7/SUPT5H/NELFE/EZH2/TCERG1/NELFCD/NELFB/NELFA",10
"GO:0006611","GO:0006611","protein export from nucleus","17/1600","59/18903",4.80927561669064e-06,6.27975570053741e-05,5.19491882541397e-05,"RBM22/TPR/CSE1L/XPO7/XPO5/SMURF1/YWHAE/NUP214/ANP32B/XPO1/HSPA9/EMD/RANGAP1/TXN/PTPN11/RAN/XPO4",17
"GO:0043144","GO:0043144","sno(s)RNA processing","8/1600","14/18903",4.88617882331755e-06,6.36351435266526e-05,5.26420804930735e-05,"EXOSC10/EXOSC2/LARP7/PARN/EXOSC3/EXOSC4/DKC1/EXOSC5",8
"GO:0010639","GO:0010639","negative regulation of organelle organization","57/1600","366/18903",5.00963353389468e-06,6.50730522579861e-05,5.38315884124648e-05,"ATM/ARFGEF1/PIK3CA/PSMG2/PPFIA1/PCID2/MAD1L1/IK/TPR/HNRNPU/ATRX/PARP1/EXOSC10/RBM14/SETMAR/TAOK1/HDAC6/MTPN/TTBK2/HUWE1/LMNA/TJP1/SPTBN1/MAP4/XRCC1/TOP2A/ERCC4/CCNB1/MCM2/TP53/BRCA1/ZW10/HNRNPA1/SCFD1/NPM1/NBN/RAD50/TFRC/BUB3/ERCC1/RAD21/HNRNPC/FKBP4/RAD1/SMAD4/BAZ1B/TRIP13/TERF2/LIMA1/GDI2/PLK1/CLASP1/ZWILCH/CHEK1/DYNC1LI1/NAT10/SMARCA5",57
"GO:0001522","GO:0001522","pseudouridine synthesis","9/1600","18/18903",5.23770621674319e-06,6.73342232193686e-05,5.5702138821577e-05,"PUS3/RPUSD2/PUS1/TRUB2/PUS7L/NHP2/GAR1/DKC1/PUS7",9
"GO:0006390","GO:0006390","mitochondrial transcription","9/1600","18/18903",5.23770621674319e-06,6.73342232193686e-05,5.5702138821577e-05,"TEFM/METTL4/TFB1M/POLRMT/MTERF1/TFAM/PRKAA1/MTERF4/TFB2M",9
"GO:0018216","GO:0018216","peptidyl-arginine methylation","9/1600","18/18903",5.23770621674319e-06,6.73342232193686e-05,5.5702138821577e-05,"NDUFAF7/CARM1/PRDM4/PRMT7/PRMT1/CLNS1A/WDR77/PRMT3/PRMT5",9
"GO:0045945","GO:0045945","positive regulation of transcription by RNA polymerase III","9/1600","18/18903",5.23770621674319e-06,6.73342232193686e-05,5.5702138821577e-05,"ICE1/SF3B1/ICE2/MYBBP1A/MTOR/DEK/BAZ1B/DDX21/SMARCA5",9
"GO:0007052","GO:0007052","mitotic spindle organization","28/1600","133/18903",5.31799168972119e-06,6.81905978106152e-05,5.64105734642324e-05,"LSM14A/MAP1S/DRG1/TUBG1/TPR/HNRNPU/SMC3/DYNC1H1/CENPJ/RAE1/KIF2A/GOLGA2/MAP4/CCNB1/SMC1A/AURKA/RACGAP1/VCP/KPNB1/CKAP5/NUMA1/NUDC/STAG1/BCCIP/RCC1/PLK1/CLASP1/RAN",28
"GO:0070199","GO:0070199","establishment of protein localization to chromosome","11/1600","27/18903",5.62251016362498e-06,7.17265490950419e-05,5.93356840527929e-05,"NIPBL/CCT2/RUVBL2/DKC1/CCT7/TCP1/CCT8/CCT4/CCT5/CCT6A/CCT3",11
"GO:1905820","GO:1905820","positive regulation of chromosome separation","11/1600","27/18903",5.62251016362498e-06,7.17265490950419e-05,5.93356840527929e-05,"CUL3/CDC16/ANAPC5/SMC4/NCAPG/SMC2/NUMA1/CDC27/NCAPG2/NCAPH/CDC23",11
"GO:0045911","GO:0045911","positive regulation of DNA recombination","19/1600","72/18903",5.69049070762132e-06,7.24085909428958e-05,5.98999021854876e-05,"RIF1/BRD8/WDR48/EP400/PARP1/FUS/YEATS4/EXOSC3/TRRAP/RUVBL2/MMS19/PAXIP1/TFRC/ACTL6A/POGZ/RUVBL1/MLH1/MORF4L2/MSH2",19
"GO:0009299","GO:0009299","mRNA transcription","15/1600","48/18903",5.73234399444357e-06,7.25708930057984e-05,6.0034166332404e-05,"ZBTB1/TBP/HLTF/DDX5/AP3B1/TFCP2/TAF1/TP53/TAF5/TAF2/TAF9/MED1/NCBP1/TAF12/NCBP2",15
"GO:0060147","GO:0060147","regulation of post-transcriptional gene silencing","15/1600","48/18903",5.73234399444357e-06,7.25708930057984e-05,6.0034166332404e-05,"FXR1/DDX5/PUM2/NCOR1/XPO5/TIAL1/DHX9/ESR1/TP53/EIF4G1/NCOR2/EGFR/ZMPSTE24/ELAVL1/FMR1",15
"GO:0140718","GO:0140718","facultative heterochromatin formation","12/1600","32/18903",5.89034205246303e-06,7.43823447030015e-05,6.15326871303267e-05,"SIRT1/HDAC1/RRP8/PPHLN1/KDM1A/SETDB1/DNMT3A/TRIM28/SUV39H1/MBD3/DNMT1/SMARCA5",12
"GO:0034605","GO:0034605","cellular response to heat","18/1600","66/18903",6.02208188181073e-06,7.56931235287078e-05,6.26170270190636e-05,"HDAC2/ATM/EP300/SIRT1/POLR2D/TPR/ATR/NF1/CLPB/YWHAE/MTOR/VCP/DNAJC7/RBBP7/SUMO1/DNAJC2/HSP90AB1/EIF2S1",18
"GO:0031396","GO:0031396","regulation of protein ubiquitination","38/1600","210/18903",6.0244927908775e-06,7.56931235287078e-05,6.26170270190636e-05,"TRIP12/DNAJA1/RPS20/CUL3/WDR48/UBR5/UBE2N/DDX3X/OGT/TOPORS/ATG5/HUWE1/KDM1A/TRAF6/SQSTM1/TAF1/AIMP2/UBE2L3/PAXIP1/BRCA1/RPL23/RPL11/GTPBP4/RPL5/RPS7/NPM1/RPS15/BUB3/MTA1/BAG2/RPL37/FANCI/HSPA5/PLK1/UFL1/HSP90AB1/PRMT3/U2AF2",38
"GO:0006356","GO:0006356","regulation of transcription by RNA polymerase I","14/1600","43/18903",6.84597527358855e-06,8.57983031775369e-05,7.0976522275766e-05,"SF3B1/NOL11/MYBBP1A/UBTF/MTOR/DEK/NCL/WDR43/BAZ1B/ZMPSTE24/SMARCA4/SMARCB1/DDX21/SMARCA5",14
"GO:0034427","GO:0034427","nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'","7/1600","11/18903",7.4739815998208e-06,9.31286218112851e-05,7.70405177690115e-05,"EXOSC2/EXOSC3/EXOSC9/EXOSC4/EXOSC8/EXOSC7/EXOSC5",7
"GO:0060623","GO:0060623","regulation of chromosome condensation","7/1600","11/18903",7.4739815998208e-06,9.31286218112851e-05,7.70405177690115e-05,"SMC4/NCAPG/SMC2/NCAPD2/BAZ1B/NCAPH/SMARCA5",7
"GO:0051225","GO:0051225","spindle assembly","27/1600","128/18903",7.48688399084309e-06,9.31286218112851e-05,7.70405177690115e-05,"LSM14A/DRG1/TPR/HNRNPU/NCOR1/SMC3/DYNC1H1/CENPJ/HAUS6/RNF4/KIF2A/GOLGA2/SMC1A/AURKA/RACGAP1/TUBGCP2/TUBB/KPNB1/NUMA1/STAG1/BCCIP/TUBGCP3/TUBGCP4/RCC1/PLK1/CLASP1/MLH1",27
"GO:0032042","GO:0032042","mitochondrial DNA metabolic process","10/1600","23/18903",7.51035942139066e-06,9.31882407808373e-05,7.70898374753899e-05,"METTL4/PARP1/POLG/SSBP1/LIG3/TP53/DNAJA3/LONP1/STOML2/RRM1",10
"GO:0006298","GO:0006298","mismatch repair","13/1600","38/18903",7.86297651018092e-06,9.73214065329589e-05,8.05089928690328e-05,"PMS1/SETD2/MSH3/POLD3/HMGB1/ERCC1/TDG/RPA3/PCNA/MSH6/MLH1/MSH2/RPA1",13
"GO:0016579","GO:0016579","protein deubiquitination","31/1600","158/18903",7.92986707478358e-06,9.79063786361893e-05,8.09929101958094e-05,"TANK/USP8/WDR48/USP16/BRCC3/USP10/USP34/SART3/TAF5L/USP7/TRRAP/ITCH/USP24/CDK1/USP39/SF3B5/TAF5/VCP/SHMT2/TAF2/BRCA1/USP48/USP14/TAF9/COPS5/SF3B3/USP9X/UCHL5/TAF12/USP1/PSMD14",31
"GO:0043401","GO:0043401","steroid hormone mediated signaling pathway","28/1600","136/18903",8.32795380202434e-06,0.00010256749028271,8.48488080674085e-05,"NEDD4/SAFB/EP300/SIRT1/HDAC1/DNAJA1/UBR5/DDX5/TMF1/PARP1/NCOR1/HDAC6/ESR1/ARID1A/KDM1A/CARM1/CNOT1/PHB2/BRCA1/PTGES3/NCOR2/FKBP4/DDX54/MED1/UFL1/UBA5/SMARCA4/RNF6",28
"GO:2000819","GO:2000819","regulation of nucleotide-excision repair","11/1600","28/18903",8.55331507793087e-06,0.000105083585243151,8.69302439862303e-05,"SMARCD1/ERCC8/ARID1A/PBRM1/SMARCC1/ACTL6A/SMARCE1/SMARCC2/SMARCA4/SMARCB1/BRD7",11
"GO:0030330","GO:0030330","DNA damage response, signal transduction by p53 class mediator","19/1600","74/18903",8.78699579164902e-06,0.000107425330903788,8.8867449698824e-05,"ATM/SIRT1/DDX5/RPS6KA6/ATRX/USP10/MDM2/ATR/KDM1A/PPM1D/TP53/PAXIP1/NPM1/NBN/COPS3/RPL26/RPS27L/ZMPSTE24/EEF1E1",19
"GO:0043967","GO:0043967","histone H4 acetylation","19/1600","74/18903",8.78699579164902e-06,0.000107425330903788,8.8867449698824e-05,"EP300/SIRT1/BRD8/OGT/EP400/YEATS4/ATG5/TRRAP/RUVBL2/ZZZ3/KANSL3/HAT1/BRCA1/ACTL6A/RUVBL1/ZMPSTE24/HCFC1/MORF4L2/SMARCB1",19
"GO:0000291","GO:0000291","nuclear-transcribed mRNA catabolic process, exonucleolytic","9/1600","19/18903",9.20303103921869e-06,0.000112236476341376,9.28474628071993e-05,"DIS3/EXOSC2/EXOSC3/EXOSC9/EXOSC4/CNOT7/EXOSC8/EXOSC7/EXOSC5",9
"GO:2000767","GO:2000767","positive regulation of cytoplasmic translation","8/1600","15/18903",9.69091727699139e-06,0.000117898281408861,9.75311828647144e-05,"YBX1/PABPC1/CSDE1/HNRNPU/DHX9/CNBP/HNRNPD/SYNCRIP",8
"GO:0044818","GO:0044818","mitotic G2/M transition checkpoint","15/1600","50/18903",1.00375710548039e-05,0.000121818502241756,0.000100774179881755,"ATM/RAD17/BRCC3/TAOK1/RINT1/INTS3/ZNF830/CDK1/TOPBP1/BRCA1/NAE1/NBN/RAD50/PLK1/CHEK1",15
"GO:0033047","GO:0033047","regulation of mitotic sister chromatid segregation","16/1600","56/18903",1.0256408128986e-05,0.000124172242105296,0.000102721307781362,"ATM/PSMG2/PCID2/MAD1L1/IK/TPR/HNRNPU/CCNB1/ZW10/BUB3/RAD21/NUMA1/TRIP13/PLK1/ZWILCH/DYNC1LI1",16
"GO:1905168","GO:1905168","positive regulation of double-strand break repair via homologous recombination","13/1600","39/18903",1.08845257166176e-05,0.00013145766168157,0.000108748160594217,"BRD8/WDR48/EP400/PARP1/FUS/YEATS4/TRRAP/RUVBL2/MMS19/ACTL6A/POGZ/RUVBL1/MORF4L2",13
"GO:1904666","GO:1904666","regulation of ubiquitin protein ligase activity","10/1600","24/18903",1.18987496551816e-05,0.000143359814686101,0.000118594199461764,"RPS20/RPL23/RPL11/RPL5/RPS7/DNM1L/RPS15/BAG2/RPL37/PLK1",10
"GO:0009112","GO:0009112","nucleobase metabolic process","12/1600","34/18903",1.2192546959359e-05,0.000146193327483853,0.00012093821882765,"KDM1A/GMPS/MTOR/TYMS/UMPS/HPRT1/SHMT2/PPAT/PAICS/GART/CTPS1/CAD",12
"GO:0035459","GO:0035459","vesicle cargo loading","12/1600","34/18903",1.2192546959359e-05,0.000146193327483853,0.00012093821882765,"SEC24C/SEC24A/AP3B1/RAB1A/SCAP/AP3D1/SEC31A/SEC24B/SEC23A/SEC13/TMED2/SAR1A",12
"GO:0060964","GO:0060964","regulation of miRNA-mediated gene silencing","14/1600","45/18903",1.24044827873e-05,0.00014837784206967,0.000122745355360889,"FXR1/DDX5/PUM2/NCOR1/TIAL1/DHX9/ESR1/TP53/EIF4G1/NCOR2/EGFR/ZMPSTE24/ELAVL1/FMR1",14
"GO:0006359","GO:0006359","regulation of transcription by RNA polymerase III","11/1600","29/18903",1.27285410528046e-05,0.000151166578027117,0.000125052333150361,"ICE1/POLR3F/POLR3C/SF3B1/ICE2/MYBBP1A/MTOR/DEK/BAZ1B/DDX21/SMARCA5",11
"GO:0043247","GO:0043247","telomere maintenance in response to DNA damage","11/1600","29/18903",1.27285410528046e-05,0.000151166578027117,0.000125052333150361,"RIF1/NFRKB/RUVBL2/XRCC1/ERCC4/ERCC1/ACTL6A/TERF2/RUVBL1/UCHL5/APEX1",11
"GO:2000765","GO:2000765","regulation of cytoplasmic translation","11/1600","29/18903",1.27285410528046e-05,0.000151166578027117,0.000125052333150361,"YBX1/PABPC1/CSDE1/HNRNPU/DHX9/CNBP/MTOR/HNRNPD/YTHDF2/SYNCRIP/FMR1",11
"GO:0030522","GO:0030522","intracellular receptor signaling pathway","44/1600","266/18903",1.28569867912506e-05,0.000152329335189449,0.000126014222332048,"NEDD4/SAFB/LSM14A/EP300/SIRT1/HDAC1/DNAJA1/UBR5/DDX5/PUM2/TMF1/PARP1/NCOR1/NR2C2/HDAC6/CRKL/ANKRD17/ESR1/NR2F2/ARID1A/CLPB/KDM1A/SNW1/TRIM24/TRAF6/CARM1/ITCH/CNOT1/MAP3K7/ASXL2/EZH2/NPLOC4/C1QBP/PHB2/BRCA1/PTGES3/NCOR2/FKBP4/DDX54/MED1/UFL1/UBA5/SMARCA4/RNF6",44
"GO:1903321","GO:1903321","negative regulation of protein modification by small protein conjugation or removal","22/1600","96/18903",1.29590688056705e-05,0.000153174964935272,0.000126713768316858,"TRIP12/DNAJA1/RPS20/UBR5/OGT/ATG5/SQSTM1/TAF1/HMG20A/CTNNB1/RPL23/RPL11/GTPBP4/RPL5/RPS7/RPS15/BUB3/BAG2/RPL37/UFL1/PRMT3/U2AF2",22
"GO:0071214","GO:0071214","cellular response to abiotic stimulus","52/1600","335/18903",1.40880594835482e-05,0.000165734058264006,0.000137103260117947,"NEDD4/NFKB1/NMT1/ATM/TANK/NIPBL/ZBTB1/PIK3CA/EP300/SIRT1/XRCC6/DDX3X/PARP1/BRCC3/MDM2/ATR/XPA/POLK/MTPN/EIF2AK4/POLH/DDB1/RAB11FIP5/KDM1A/RUVBL2/DDB2/TAF1/MTOR/MAPK8/ERCC4/MGMT/TP53/POLD3/BRCA1/PPID/NPM1/LETM1/PLEC/ERCC1/NOC2L/RAD1/WRN/POLD1/RPL26/HSPA5/ECT2/ZMPSTE24/PCNA/INTS7/CHEK1/XRCC5/EIF2S1",52
"GO:0104004","GO:0104004","cellular response to environmental stimulus","52/1600","335/18903",1.40880594835482e-05,0.000165734058264006,0.000137103260117947,"NEDD4/NFKB1/NMT1/ATM/TANK/NIPBL/ZBTB1/PIK3CA/EP300/SIRT1/XRCC6/DDX3X/PARP1/BRCC3/MDM2/ATR/XPA/POLK/MTPN/EIF2AK4/POLH/DDB1/RAB11FIP5/KDM1A/RUVBL2/DDB2/TAF1/MTOR/MAPK8/ERCC4/MGMT/TP53/POLD3/BRCA1/PPID/NPM1/LETM1/PLEC/ERCC1/NOC2L/RAD1/WRN/POLD1/RPL26/HSPA5/ECT2/ZMPSTE24/PCNA/INTS7/CHEK1/XRCC5/EIF2S1",52
